source,package,is_test,result,start,ccache_s,gap_before_s,wall_s,o_mtime_gap_s,c_bytes
module.cryptography.hazmat.decrepit.ciphers.c,cryptography,False,direct_cache_hit,2026-09-23T10:34:57.744448,0.117,0.044,0.161,0.160,48869
module.cryptography.hazmat.decrepit.ciphers.modes.c,cryptography,False,direct_cache_hit,2026-09-23T10:34:57.917541,0.101,0.056,0.157,0.158,189288
module.cryptography.hazmat.primitives._cipheralgorithm.c,cryptography,False,direct_cache_hit,2026-09-23T10:34:58.075164,0.115,0.057,0.172,0.172,141445
module.cryptography.hazmat.primitives._modes.c,cryptography,False,direct_cache_hit,2026-09-23T10:34:58.234993,0.130,0.044,0.174,0.173,309556
module.cryptography.hazmat.primitives.c,cryptography,False,direct_cache_hit,2026-09-23T10:34:58.423327,0.131,0.059,0.190,0.191,43662
module.cryptography.hazmat.primitives.ciphers.algorithms.c,cryptography,False,direct_cache_hit,2026-09-23T10:34:58.611163,0.116,0.056,0.173,0.172,336418
module.cryptography.hazmat.primitives.ciphers.base.c,cryptography,False,direct_cache_hit,2026-09-23T10:34:58.787933,0.134,0.061,0.195,0.194,337108
module.cryptography.hazmat.primitives.ciphers.c,cryptography,False,direct_cache_hit,2026-09-23T10:34:58.973081,0.131,0.051,0.182,0.184,67209
module.cryptography.hazmat.primitives.ciphers.modes.c,cryptography,False,direct_cache_hit,2026-09-23T10:34:59.148177,0.138,0.044,0.182,0.182,440076
module.cryptography.hazmat.primitives.padding.c,cryptography,False,direct_cache_hit,2026-09-23T10:34:59.334274,0.141,0.048,0.189,0.188,197614
module.cryptography.utils.c,cryptography,False,direct_cache_hit,2026-09-23T10:34:59.522182,0.173,0.047,0.219,0.219,333291
module.cv2.Error.c,cv2,False,direct_cache_hit,2026-09-23T10:34:59.761998,0.180,0.067,0.247,0.248,27750
module.cv2.aruco.c,cv2,False,direct_cache_hit,2026-09-23T10:35:00.007887,0.145,0.066,0.211,0.211,27750
module.cv2.barcode.c,cv2,False,direct_cache_hit,2026-09-23T10:35:00.204869,0.132,0.052,0.184,0.186,27870
module.cv2.c,cv2,False,direct_cache_hit,2026-09-23T10:35:00.394751,0.130,0.058,0.188,0.188,336494
module.cv2.ccm.c,cv2,False,direct_cache_hit,2026-09-23T10:35:00.571480,0.128,0.046,0.174,0.174,27630
module.cv2.config-3.c,cv2,False,direct_cache_hit,2026-09-23T10:35:00.754771,0.131,0.055,0.186,0.186,84733
module.cv2.config.c,cv2,False,direct_cache_hit,2026-09-23T10:35:00.946101,0.146,0.060,0.206,0.207,35700
module.cv2.cuda.c,cv2,False,direct_cache_hit,2026-09-23T10:35:01.151008,0.127,0.059,0.186,0.185,27690
module.cv2.data.c,cv2,False,direct_cache_hit,2026-09-23T10:35:01.330058,0.131,0.052,0.183,0.185,41891
module.cv2.detail.c,cv2,False,direct_cache_hit,2026-09-23T10:35:01.508687,0.144,0.048,0.191,0.191,27810
module.cv2.dnn.c,cv2,False,direct_cache_hit,2026-09-23T10:35:01.706738,0.141,0.054,0.195,0.193,27630
module.cv2.fisheye.c,cv2,False,direct_cache_hit,2026-09-23T10:35:01.908384,0.125,0.061,0.186,0.187,27870
module.cv2.flann.c,cv2,False,direct_cache_hit,2026-09-23T10:35:02.085987,0.123,0.053,0.175,0.177,27750
module.cv2.instr.c,cv2,False,direct_cache_hit,2026-09-23T10:35:02.261133,0.129,0.052,0.181,0.180,27750
module.cv2.ipp.c,cv2,False,direct_cache_hit,2026-09-23T10:35:02.442317,0.133,0.052,0.185,0.185,27630
module.cv2.load_config_py2.c,cv2,False,direct_cache_hit,2026-09-23T10:35:02.622236,0.132,0.047,0.179,0.181,24270
module.cv2.load_config_py3.c,cv2,False,direct_cache_hit,2026-09-23T10:35:02.816572,0.122,0.062,0.184,0.181,57918
module.cv2.mat_wrapper.c,cv2,False,direct_cache_hit,2026-09-23T10:35:03.000571,0.129,0.062,0.191,0.195,121252
module.cv2.mcc.c,cv2,False,direct_cache_hit,2026-09-23T10:35:03.179048,0.125,0.049,0.174,0.173,27630
module.cv2.misc.c,cv2,False,direct_cache_hit,2026-09-23T10:35:03.368572,0.131,0.065,0.195,0.196,39488
module.cv2.misc.version.c,cv2,False,direct_cache_hit,2026-09-23T10:35:03.546232,0.123,0.047,0.170,0.170,36009
module.cv2.ocl.c,cv2,False,direct_cache_hit,2026-09-23T10:35:03.726578,0.130,0.057,0.187,0.187,27630
module.cv2.ogl.c,cv2,False,direct_cache_hit,2026-09-23T10:35:03.905675,0.152,0.049,0.201,0.200,27630
module.cv2.parallel.c,cv2,False,direct_cache_hit,2026-09-23T10:35:04.106524,0.118,0.048,0.166,0.167,27930
module.cv2.samples.c,cv2,False,direct_cache_hit,2026-09-23T10:35:04.273188,0.126,0.049,0.175,0.175,27870
module.cv2.segmentation.c,cv2,False,direct_cache_hit,2026-09-23T10:35:04.449026,0.129,0.050,0.180,0.178,28170
module.cv2.typing.c,cv2,False,cache_miss,2026-09-23T10:35:04.637666,3.895,0.059,3.954,3.868,164381
module.cv2.utils.c,cv2,False,direct_cache_hit,2026-09-23T10:35:08.597857,0.144,0.065,0.209,0.296,62090
module.cv2.version.c,cv2,False,cache_miss,2026-09-23T10:35:08.790724,3.076,0.049,3.125,3.035,27040
module.cv2.videoio_registry.c,cv2,False,direct_cache_hit,2026-09-23T10:35:11.917427,0.131,0.051,0.182,0.272,28410
module.datasketch.aio.c,datasketch,False,direct_cache_hit,2026-09-23T10:35:12.093475,0.135,0.045,0.180,0.178,45597
module.datasketch.aio.lsh.c,datasketch,False,direct_cache_hit,2026-09-23T10:35:12.305398,0.129,0.077,0.206,0.209,1152930
module.datasketch.aio.storage.c,datasketch,False,direct_cache_hit,2026-09-23T10:35:12.516992,0.137,0.082,0.220,0.219,1605294
module.datasketch.b_bit_minhash.c,datasketch,False,direct_cache_hit,2026-09-23T10:35:12.709740,0.129,0.055,0.184,0.184,421447
module.datasketch.c,datasketch,False,direct_cache_hit,2026-09-23T10:35:12.900294,0.135,0.062,0.197,0.197,103891
module.datasketch.experimental.aio.c,datasketch,False,direct_cache_hit,2026-09-23T10:35:13.084002,0.136,0.049,0.185,0.185,78106
module.datasketch.experimental.aio.lsh.c,datasketch,False,direct_cache_hit,2026-09-23T10:35:13.272402,0.143,0.052,0.196,0.195,61888
module.datasketch.experimental.c,datasketch,False,direct_cache_hit,2026-09-23T10:35:13.468952,0.124,0.053,0.177,0.176,64753
module.datasketch.hashfunc.c,datasketch,False,direct_cache_hit,2026-09-23T10:35:13.647250,0.121,0.054,0.175,0.176,59237
module.datasketch.hnsw.c,datasketch,False,direct_cache_hit,2026-09-23T10:35:13.846949,0.130,0.079,0.209,0.210,1589686
module.datasketch.hyperloglog.c,datasketch,False,direct_cache_hit,2026-09-23T10:35:14.046482,0.130,0.069,0.199,0.199,615758
module.datasketch.hyperloglog_const.c,datasketch,False,direct_cache_hit,2026-09-23T10:35:14.222513,0.122,0.046,0.168,0.170,85081
module.datasketch.lean_minhash.c,datasketch,False,direct_cache_hit,2026-09-23T10:35:14.409518,0.125,0.065,0.190,0.188,433952
module.datasketch.lsh.c,datasketch,False,direct_cache_hit,2026-09-23T10:35:14.603971,0.128,0.070,0.197,0.198,956986
module.datasketch.lsh_bloom.c,datasketch,False,direct_cache_hit,2026-09-23T10:35:14.790272,0.122,0.059,0.181,0.181,508485
module.datasketch.lshensemble.c,datasketch,False,direct_cache_hit,2026-09-23T10:35:14.975820,0.122,0.063,0.185,0.185,640747
module.datasketch.lshensemble_partition.c,datasketch,False,direct_cache_hit,2026-09-23T10:35:15.157004,0.114,0.059,0.173,0.172,342972
module.datasketch.lshforest.c,datasketch,False,direct_cache_hit,2026-09-23T10:35:15.329788,0.110,0.059,0.169,0.171,446216
module.datasketch.minhash.c,datasketch,False,direct_cache_hit,2026-09-23T10:35:15.510273,0.127,0.070,0.197,0.195,865385
module.datasketch.storage.c,datasketch,False,direct_cache_hit,2026-09-23T10:35:15.708704,0.129,0.072,0.201,0.201,1975611
module.datasketch.weighted_minhash.c,datasketch,False,direct_cache_hit,2026-09-23T10:35:15.887039,0.131,0.049,0.180,0.179,381443
module.docx.api.c,docx,False,direct_cache_hit,2026-09-23T10:35:16.065879,0.124,0.048,0.172,0.173,84468
module.docx.blkcntnr.c,docx,False,direct_cache_hit,2026-09-23T10:35:16.237838,0.115,0.048,0.163,0.165,210862
module.docx.c,docx,False,direct_cache_hit,2026-09-23T10:35:16.392256,0.106,0.040,0.146,0.146,154859
module.docx.comments.c,docx,False,direct_cache_hit,2026-09-23T10:35:16.541160,0.133,0.043,0.176,0.173,284999
module.docx.dml.c,docx,False,direct_cache_hit,2026-09-23T10:35:16.721516,0.127,0.047,0.175,0.175,36190
module.docx.dml.color.c,docx,False,direct_cache_hit,2026-09-23T10:35:16.894027,0.135,0.045,0.180,0.180,197733
module.docx.document.c,docx,False,direct_cache_hit,2026-09-23T10:35:17.079279,0.133,0.050,0.184,0.184,444606
module.docx.drawing.c,docx,False,direct_cache_hit,2026-09-23T10:35:17.258522,0.133,0.046,0.179,0.178,122944
module.docx.enum.base.c,docx,False,direct_cache_hit,2026-09-23T10:35:17.437362,0.148,0.046,0.195,0.195,314263
module.docx.enum.c,docx,False,direct_cache_hit,2026-09-23T10:35:17.633828,0.131,0.048,0.179,0.181,36284
module.docx.enum.dml.c,docx,False,direct_cache_hit,2026-09-23T10:35:17.812975,0.123,0.048,0.171,0.169,122644
module.docx.enum.section.c,docx,False,direct_cache_hit,2026-09-23T10:35:17.987886,0.127,0.052,0.179,0.181,133266
module.docx.enum.shape.c,docx,False,direct_cache_hit,2026-09-23T10:35:18.171816,0.128,0.057,0.185,0.186,66849
module.docx.enum.style.c,docx,False,direct_cache_hit,2026-09-23T10:35:18.353390,0.110,0.054,0.163,0.163,332835
module.docx.enum.table.c,docx,False,direct_cache_hit,2026-09-23T10:35:18.515862,0.122,0.053,0.174,0.174,162710
module.docx.enum.text.c,docx,False,direct_cache_hit,2026-09-23T10:35:18.695026,0.137,0.058,0.194,0.194,335308
module.docx.exceptions.c,docx,False,direct_cache_hit,2026-09-23T10:35:18.884650,0.126,0.053,0.179,0.178,93524
module.docx.image.bmp.c,docx,False,direct_cache_hit,2026-09-23T10:35:19.065248,0.128,0.054,0.183,0.180,124945
module.docx.image.c,docx,False,direct_cache_hit,2026-09-23T10:35:19.243461,0.122,0.050,0.172,0.176,84477
module.docx.image.constants.c,docx,False,direct_cache_hit,2026-09-23T10:35:19.418550,0.126,0.053,0.179,0.179,170799
module.docx.image.exceptions.c,docx,False,direct_cache_hit,2026-09-23T10:35:19.594193,0.119,0.050,0.169,0.168,89192
module.docx.image.gif.c,docx,False,direct_cache_hit,2026-09-23T10:35:19.764262,0.120,0.051,0.171,0.172,123364
module.docx.image.helpers.c,docx,False,direct_cache_hit,2026-09-23T10:35:19.934632,0.130,0.050,0.180,0.180,200702
module.docx.image.image.c,docx,False,direct_cache_hit,2026-09-23T10:35:20.123298,0.123,0.058,0.181,0.182,408691
module.docx.image.jpeg.c,docx,False,direct_cache_hit,2026-09-23T10:35:20.318993,0.120,0.073,0.193,0.192,849840
module.docx.image.png.c,docx,False,direct_cache_hit,2026-09-23T10:35:20.504502,0.114,0.066,0.180,0.180,606015
module.docx.image.tiff.c,docx,False,direct_cache_hit,2026-09-23T10:35:20.685511,0.112,0.067,0.178,0.179,625686
module.docx.opc.c,docx,False,direct_cache_hit,2026-09-23T10:35:20.850014,0.112,0.053,0.165,0.159,36190
module.docx.opc.constants.c,docx,False,direct_cache_hit,2026-09-23T10:35:21.015860,0.133,0.053,0.186,0.189,291578
module.docx.opc.coreprops.c,docx,False,direct_cache_hit,2026-09-23T10:35:21.198015,0.121,0.050,0.170,0.170,339847
module.docx.opc.exceptions.c,docx,False,direct_cache_hit,2026-09-23T10:35:21.370054,0.140,0.051,0.192,0.192,72523
module.docx.opc.oxml.c,docx,False,direct_cache_hit,2026-09-23T10:35:21.579166,0.141,0.069,0.210,0.211,588565
module.docx.opc.package.c,docx,False,direct_cache_hit,2026-09-23T10:35:21.781041,0.130,0.061,0.191,0.191,448817
module.docx.opc.packuri.c,docx,False,direct_cache_hit,2026-09-23T10:35:21.965076,0.133,0.054,0.187,0.186,189587
module.docx.opc.part.c,docx,False,direct_cache_hit,2026-09-23T10:35:22.152961,0.129,0.055,0.184,0.185,407273
module.docx.opc.parts.c,docx,False,direct_cache_hit,2026-09-23T10:35:22.328314,0.129,0.047,0.176,0.173,41324
module.docx.opc.parts.coreprops.c,docx,False,direct_cache_hit,2026-09-23T10:35:22.501303,0.133,0.044,0.178,0.180,146538
module.docx.opc.phys_pkg.c,docx,False,direct_cache_hit,2026-09-23T10:35:22.678214,0.130,0.044,0.173,0.171,343668
module.docx.opc.pkgreader.c,docx,False,direct_cache_hit,2026-09-23T10:35:22.859740,0.136,0.052,0.188,0.189,549881
module.docx.opc.pkgwriter.c,docx,False,direct_cache_hit,2026-09-23T10:35:23.043762,0.113,0.048,0.161,0.162,254271
module.docx.opc.rel.c,docx,False,direct_cache_hit,2026-09-23T10:35:23.200398,0.113,0.043,0.156,0.156,336305
module.docx.opc.shared.c,docx,False,direct_cache_hit,2026-09-23T10:35:23.352423,0.118,0.039,0.158,0.157,113647
module.docx.opc.spec.c,docx,False,direct_cache_hit,2026-09-23T10:35:23.504869,0.126,0.034,0.160,0.159,68859
module.docx.oxml.c,docx,False,direct_cache_hit,2026-09-23T10:35:23.679771,0.115,0.049,0.164,0.165,653677
module.docx.oxml.comments.c,docx,False,direct_cache_hit,2026-09-23T10:35:23.860635,0.121,0.066,0.186,0.187,264755
module.docx.oxml.coreprops.c,docx,False,direct_cache_hit,2026-09-23T10:35:24.036123,0.115,0.055,0.170,0.167,651764
module.docx.oxml.document.c,docx,False,direct_cache_hit,2026-09-23T10:35:24.196483,0.120,0.045,0.165,0.167,190786
module.docx.oxml.drawing.c,docx,False,direct_cache_hit,2026-09-23T10:35:24.354386,0.117,0.038,0.155,0.153,55359
module.docx.oxml.exceptions.c,docx,False,direct_cache_hit,2026-09-23T10:35:24.511363,0.121,0.040,0.161,0.163,72648
module.docx.oxml.ns.c,docx,False,direct_cache_hit,2026-09-23T10:35:24.702361,0.137,0.070,0.207,0.206,223732
module.docx.oxml.numbering.c,docx,False,direct_cache_hit,2026-09-23T10:35:24.892140,0.129,0.052,0.181,0.183,288509
module.docx.oxml.parser.c,docx,False,direct_cache_hit,2026-09-23T10:35:25.065464,0.133,0.044,0.177,0.177,112565
module.docx.oxml.section.c,docx,False,direct_cache_hit,2026-09-23T10:35:25.254822,0.118,0.057,0.175,0.175,1008755
module.docx.oxml.settings.c,docx,False,direct_cache_hit,2026-09-23T10:35:25.415281,0.130,0.042,0.172,0.171,109777
module.docx.oxml.shape.c,docx,False,direct_cache_hit,2026-09-23T10:35:25.596117,0.125,0.051,0.176,0.178,764604
module.docx.oxml.shared.c,docx,False,direct_cache_hit,2026-09-23T10:35:25.758579,0.116,0.037,0.153,0.152,196744
module.docx.oxml.simpletypes.c,docx,False,direct_cache_hit,2026-09-23T10:35:25.937269,0.120,0.063,0.182,0.180,1488048
module.docx.oxml.styles.c,docx,False,direct_cache_hit,2026-09-23T10:35:26.103841,0.119,0.047,0.166,0.166,671586
module.docx.oxml.table.c,docx,False,direct_cache_hit,2026-09-23T10:35:26.286480,0.125,0.064,0.188,0.191,1920603
module.docx.oxml.text.c,docx,False,direct_cache_hit,2026-09-23T10:35:26.449946,0.116,0.039,0.155,0.153,41315
module.docx.oxml.text.font.c,docx,False,direct_cache_hit,2026-09-23T10:35:26.612404,0.124,0.047,0.171,0.172,757336
module.docx.oxml.text.hyperlink.c,docx,False,direct_cache_hit,2026-09-23T10:35:26.779439,0.118,0.043,0.162,0.162,153035
module.docx.oxml.text.pagebreak.c,docx,False,direct_cache_hit,2026-09-23T10:35:26.976537,0.119,0.079,0.197,0.198,311279
module.docx.oxml.text.paragraph.c,docx,False,direct_cache_hit,2026-09-23T10:35:27.142548,0.128,0.047,0.175,0.172,260305
module.docx.oxml.text.parfmt.c,docx,False,direct_cache_hit,2026-09-23T10:35:27.320695,0.120,0.050,0.170,0.172,751142
module.docx.oxml.text.run.c,docx,False,direct_cache_hit,2026-09-23T10:35:27.483568,0.123,0.043,0.167,0.166,631883
module.docx.oxml.xmlchemy.c,docx,False,direct_cache_hit,2026-09-23T10:35:27.665196,0.120,0.058,0.178,0.179,1536826
module.docx.package.c,docx,False,direct_cache_hit,2026-09-23T10:35:27.829119,0.123,0.044,0.167,0.167,287788
module.docx.parts.c,docx,False,direct_cache_hit,2026-09-23T10:35:28.005664,0.106,0.053,0.160,0.160,36378
module.docx.parts.comments.c,docx,False,direct_cache_hit,2026-09-23T10:35:28.154860,0.112,0.043,0.155,0.155,179363
module.docx.parts.document.c,docx,False,direct_cache_hit,2026-09-23T10:35:28.309671,0.131,0.042,0.174,0.172,385878
module.docx.parts.hdrftr.c,docx,False,direct_cache_hit,2026-09-23T10:35:28.485189,0.119,0.044,0.163,0.165,193544
module.docx.parts.image.c,docx,False,direct_cache_hit,2026-09-23T10:35:28.652148,0.115,0.048,0.163,0.163,194811
module.docx.parts.numbering.c,docx,False,direct_cache_hit,2026-09-23T10:35:28.808112,0.115,0.041,0.156,0.155,117726
module.docx.parts.settings.c,docx,False,direct_cache_hit,2026-09-23T10:35:28.963486,0.118,0.040,0.159,0.159,168826
module.docx.parts.story.c,docx,False,direct_cache_hit,2026-09-23T10:35:29.124646,0.120,0.043,0.162,0.162,201486
module.docx.parts.styles.c,docx,False,direct_cache_hit,2026-09-23T10:35:29.286031,0.124,0.042,0.166,0.166,148268
module.docx.section.c,docx,False,direct_cache_hit,2026-09-23T10:35:29.465566,0.120,0.055,0.175,0.175,903491
module.docx.settings.c,docx,False,direct_cache_hit,2026-09-23T10:35:29.623624,0.123,0.038,0.161,0.163,101839
module.docx.shape.c,docx,False,direct_cache_hit,2026-09-23T10:35:29.788317,0.119,0.042,0.160,0.161,244170
module.docx.shared.c,docx,False,direct_cache_hit,2026-09-23T10:35:29.953592,0.121,0.046,0.168,0.167,704061
module.docx.styles.c,docx,False,direct_cache_hit,2026-09-23T10:35:30.118493,0.120,0.044,0.163,0.164,87399
module.docx.styles.latent.c,docx,False,direct_cache_hit,2026-09-23T10:35:30.282380,0.121,0.044,0.165,0.163,410427
module.docx.styles.style.c,docx,False,direct_cache_hit,2026-09-23T10:35:30.452572,0.115,0.049,0.165,0.165,505850
module.docx.styles.styles.c,docx,False,direct_cache_hit,2026-09-23T10:35:30.614697,0.115,0.047,0.162,0.164,302276
module.docx.table.c,docx,False,direct_cache_hit,2026-09-23T10:35:30.778311,0.118,0.049,0.167,0.166,1072232
module.docx.text.c,docx,False,direct_cache_hit,2026-09-23T10:35:30.937583,0.120,0.041,0.161,0.162,36284
module.docx.text.font.c,docx,False,direct_cache_hit,2026-09-23T10:35:31.104835,0.113,0.048,0.161,0.160,690492
module.docx.text.hyperlink.c,docx,False,direct_cache_hit,2026-09-23T10:35:31.257227,0.114,0.039,0.153,0.149,171665
module.docx.text.pagebreak.c,docx,False,direct_cache_hit,2026-09-23T10:35:31.411473,0.113,0.041,0.153,0.157,116185
module.docx.text.paragraph.c,docx,False,direct_cache_hit,2026-09-23T10:35:31.568445,0.115,0.044,0.159,0.157,359697
module.docx.text.parfmt.c,docx,False,direct_cache_hit,2026-09-23T10:35:31.723724,0.122,0.040,0.163,0.164,448055
module.docx.text.run.c,docx,False,direct_cache_hit,2026-09-23T10:35:31.893523,0.126,0.047,0.173,0.172,418552
module.docx.text.tabstops.c,docx,False,direct_cache_hit,2026-09-23T10:35:32.060843,0.120,0.042,0.162,0.164,279886
module.docx.types.c,docx,False,direct_cache_hit,2026-09-23T10:35:32.220100,0.116,0.039,0.155,0.153,92624
module.dotenv.c,dotenv,False,direct_cache_hit,2026-09-23T10:35:32.380553,0.135,0.045,0.180,0.181,91401
module.dotenv.main.c,dotenv,False,direct_cache_hit,2026-09-23T10:35:32.563260,0.130,0.047,0.177,0.177,811689
module.dotenv.parser.c,dotenv,False,direct_cache_hit,2026-09-23T10:35:32.739180,0.123,0.046,0.169,0.169,576553
module.dotenv.variables.c,dotenv,False,direct_cache_hit,2026-09-23T10:35:32.907057,0.122,0.045,0.166,0.167,334694
module.faiss.array_conversions.c,faiss,False,direct_cache_hit,2026-09-23T10:35:33.069399,0.114,0.041,0.155,0.150,333423
module.faiss.c,faiss,False,direct_cache_hit,2026-09-23T10:35:33.233605,0.125,0.050,0.175,0.180,1112814
module.faiss.class_wrappers.c,faiss,False,direct_cache_hit,2026-09-23T10:35:33.427381,0.131,0.069,0.200,0.200,2540331
module.faiss.contrib.big_batch_search.c,faiss,False,direct_cache_hit,2026-09-23T10:35:33.611333,0.114,0.053,0.166,0.166,990476
module.faiss.contrib.c,faiss,False,direct_cache_hit,2026-09-23T10:35:33.759538,0.117,0.035,0.152,0.153,36651
module.faiss.contrib.client_server.c,faiss,False,direct_cache_hit,2026-09-23T10:35:33.922285,0.122,0.045,0.168,0.167,302011
module.faiss.contrib.clustering.c,faiss,False,direct_cache_hit,2026-09-23T10:35:34.095005,0.116,0.050,0.166,0.168,875366
module.faiss.contrib.datasets.c,faiss,False,cache_miss,2026-09-23T10:35:34.266737,10.860,0.056,10.915,10.865,1299488
module.faiss.contrib.evaluation.c,faiss,False,cache_miss,2026-09-23T10:35:45.175816,14.078,0.049,14.128,14.088,1018938
module.faiss.contrib.exhaustive_search.c,faiss,False,cache_miss,2026-09-23T10:35:59.323630,10.836,0.069,10.906,10.907,708622
module.faiss.contrib.factory_tools.c,faiss,False,cache_miss,2026-09-23T10:36:10.221552,5.230,0.062,5.292,5.306,304859
module.faiss.contrib.inspect_tools.c,faiss,False,cache_miss,2026-09-23T10:36:15.495876,5.430,0.044,5.474,5.451,258128
module.faiss.contrib.ivf_tools.c,faiss,False,cache_miss,2026-09-23T10:36:20.983509,4.897,0.057,4.954,4.960,255795
module.faiss.contrib.ondisk.c,faiss,False,cache_miss,2026-09-23T10:36:25.930529,3.865,0.050,3.915,3.916,105605
module.faiss.contrib.rpc.c,faiss,False,cache_miss,2026-09-23T10:36:29.857018,6.897,0.061,6.959,6.987,505977
module.faiss.contrib.torch.c,faiss,False,cache_miss,2026-09-23T10:36:36.807020,3.220,0.053,3.273,3.284,41769
module.faiss.contrib.torch.clustering.c,faiss,False,cache_miss,2026-09-23T10:36:40.082517,3.846,0.055,3.901,3.898,178394
module.faiss.contrib.torch.quantization.c,faiss,False,cache_miss,2026-09-23T10:36:43.989097,4.547,0.061,4.607,4.616,276806
module.faiss.contrib.torch_utils.c,faiss,False,cache_miss,2026-09-23T10:36:48.597450,13.884,0.062,13.946,13.946,1409864
